中国水泥产业战略布局初探	本文在中国水泥产业战略布局现状分析基础上,通过对现有水泥用资源、水泥市场等水泥产业布局条件进行考察,提出我国水泥产业战略布局的思路以及为实现这一产业布局所应采取的措施,意在抛砖引玉,以科学发展观引领水泥工业可持续健康发展.	水泥_产业结构_产业布局	应用经济学	经济学
基于分形特性改进的EMD目标检测算法	为克服原有检测算法在目标和海杂波混叠时检测性能下降的问题,该文提出一种基于分形特性改进的经验模态分解(EMD)目标检测算法.该算法对原始信号经经验模态分解后得到的固有模态函数进行数据重构,再采用快速傅里叶变换获得去噪后的海杂波单元和目标单元的频谱,计算两者的单一Hurst指数,并将其输入非参量检测器中进行目标检测.研究表明,虽然目标和海杂波在频谱中难以区分,但两者在无标度区间内的单一Hurst指数存在差异,因此所提检测算法相比于原有频域检测算法性能更优.	目标检测_经验模态分解_分形理论_广义符号_海杂波	信息与通信工程	工学
含铕类水滑石/聚苯胺导电性复合材料的荧光	采用超声法将定量的荧光性含铕类水滑石(Eu-HTLc)掺混到导电性聚苯胺(PAN-CSA)中,获得一类新型的含铕类水滑石/聚苯胺导电性荧光复合材料(Eu-HTLc/PAN-CSA).采用电导率测试、荧光光谱、红外光谱、X射线衍射和热分析等手段对其进行表征.研究结果表明:该复合材料的电导率δ=7.97×10-2(S/cm);在紫外光下该复合材料可发出红色荧光(613 nm),其荧光寿命为441.32 μs;热分析结果显示,该复合材料比PAN-CSA具有更高热稳定性,有望作为一类新型荧光材料而获得应用.	类水滑石_聚苯胺_荧光_复合材料	光学工程	工学
从医疗服务供求关系看投入政策	文章测量了全国医疗机构的门诊、住院服务供给量,居民对医疗服务的需要量和实际需求量,发现一方面医疗服务供给量剩余,另一方面还有部分人没有得到医疗服务,存在着潜在医疗需求,其中还夹杂着病人流向不合理等问题.应从完善卫生投入机制入手,一是要充分发挥价格调节医疗供求关系的作用,提出了"两步走"的医疗价格管理体制改革思路.第一步,实行"五级浮动式"医疗价格管理体制;第二步,实行"开放式"医疗价格管理体制.二是政府卫生投入应由补"供方"改为补"需方",缩小医疗服务供给价格和需求价格的差距,减少医疗资源剩余量,降低医疗成本,增强居民支付能力.	卫生投入政策_供给_需求_医疗价格_财政补助	公共管理	管理学
冷藏期间不同加工处理后伊拉兔肉中肌内总脂肪含量的变化	以伊拉兔背部最长肌为原料,用3种不同的加工方式(蒸煮、微波和锡箔烘烤)对其进行处理,观察各样品在冷藏期间肌内总脂肪含量及脂肪酸组成的变化.在0～9 d冷藏期间,蒸煮、微波和烘烤3种加工处理后的样品肌内脂肪的干质量比例均有显著下降(P＜0.05),尤其是6～9 d冷藏后期.相对而言,微波处理对不饱和脂肪酸(unsaturated fatty acids,UFA)的破坏作用较小,且该处理后的伊拉兔肉样品在冷藏期间肌内脂肪含量较高.在整个冷藏期间,伊拉兔肌内总脂肪酸中,饱和脂肪酸和单不饱和脂肪酸的比例均显著升高(P＜0.05),而多不饱和脂肪酸(polyunsaturated fatty acids,PUFA)的比例均显著降低(P＜0.05),其中6～9 d期间各样品中PUFA比例(尤其是长链PUFA)下降幅度最大.总体来讲,微波处理后的样品较之蒸煮和锡箔烘烤处理后的样品在冷藏期间具有更高的UFA.经偏最小二乘回归法分析,微波处理较之蒸煮和烘烤能够保留样品冷藏期间肌内总脂肪酸的组成,而锡箔烘烤处理后的样品较不利于冷藏.此外,处理后样品中的丙二醛沉积量在0～9 d期间持续升高,且耐贮性会大大降低,其中6～9 d冷藏期间的硫代巴比妥酸反应物质增幅较快.	伊拉兔_肌内脂肪_脂肪酸_偏最小二乘回归法_硫代巴比妥酸反应物质	食品科学与工程	工学
TRIPS-plus条款的扩张及中国的应对策略——以药品的专利保护为视角	近年以来,美国与欧盟等发达国家利用TRIPS协议的弹性规定,在与其他国家签订的自由贸易协定中大量加入TRIPS-plus条款.这些条款通过对TRIPS的拓展以及限制来提高知识产权保护标准,在药品的专利保护领域尤为突出.实践证明,TRIPS-plus条款严重影响了发展中国家药品的可及性.我国作为大量依靠仿制药品的发展中国家,在国内立法以及签署自由贸易区协定等国际条约时,应当对TRIPS-plus条款保持高度警惕,审慎引入专利链接制度,为数据独占保护设置限制条件,保留强制许可、平行进口等TRIPS允许的弹性条款,尽量为国内政策预留一些选择空间.	TRIPS_TRIPS-plus_专利保护_药品可及性	法学	法学
新疆阿吾拉勒山西段下二叠统陆相火山岩岩石地球化学特征、成因及构造背景	新疆阿吾拉勒山西段是伊犁石炭—二叠纪裂谷的重要组成部分,本文对该区下二叠统典型的双峰式玄武岩流纹岩组合进行了系统的岩相学和岩石地球化学研究.岩石整体高Na2O、高Al2O3、低TiO2、富碱.玄武岩富集大离子亲石元素Ba、K、LREE和P,亏损高场强元素Th、U、Ta、Nb.粗面斑岩和流纹斑岩富集大离子亲石元素Rb、K、LREE、高场强元素Th、Zr、Hf,亏损Ta、Nb、Sr、Ti和P.玄武安山玢岩的蛛网图与粗面斑岩和流纹斑岩较为一致,但少量元素的特征与玄武岩相似.玄武岩浆来源于弱亏损地幔,并受到了下地壳物质的混染,而玄武安山玢岩、粗面斑岩和流纹斑岩则可能来源于地壳物质的部分熔融.双峰式火山岩的形成可能与上地幔玄武岩浆的底侵作用有关.裂谷演化导致的陆相火山活动持续到早二叠世晚期达到顶峰,中二叠世以后,构造环境由拉伸转为挤压,裂谷演化趋于终止.该区石炭纪末早二叠世的裂谷活动与整个天山地区晚古生代的构造演化背景具有一致性.	阿吾拉勒山西段_伊犁古裂谷_双峰式火山岩_岩石地球化学_构造背景	地质学/地质资源与地质工程	理学
岱海地区近400年来的“尘暴”事件——来自岱海沉积物粒度的证据	根据高分辨率的岱海沉积物粒度分布的中值粒径和粗颗粒含量,结合区域降水、历史记载资料,重建了内蒙古岱海地区近400年来发生的尘暴事件.结果表明,尘暴事件是受冬、夏季风的相对强弱制约的.大量尘暴事件频发于小冰期干冷的气候条件下,表现为中值粒径大,粗颗粒含量高.在转暖的现代气候下,尘暴事件很少,中值粒径也随之降低.但是近十几年尘暴事件又呈上升趋势,部分可能与人类活动造成的土地荒漠化有关.	粒度分布_中值粒径_尘暴_内陆湖泊	地理学	理学
浅谈城市郊县生态农业旅游的发展和实践	生态农业旅游既是一种新型的农业生产方式,也是一种新型的旅游活动项目.在城市环境恶化的今天,它无疑是人们回归田园、亲近自然和放松心情的不二之选.本文从国内外发展现状、必要性和可行性这三个方面探讨生态农业旅游的发展,并附一设计案例对其实践的可行性进行较深入的探究.	生态农业旅游_发展现状_必要性_可行性	园艺学	农学
基于腹底式被动阻尼器抑制精密气浮工作台的定位噪声	针对已开发的精密直线气浮工作台,设计了腹底式被动结构的阻尼器以解决静压气浮导轨传动阻尼小,抗干扰能力差等问题.设计的阻尼器由固定于气浮滑套下端面的阻尼片以及处于阻尼片正下方的阻尼油槽和阻尼油组成.通过实验获取了阻尼器的阻尼系数,继而建立了气浮工作台机电控制模型.仿真分析了阻尼器对工作台气浮噪声和动态特性的影响规律:随着阻尼的增大,气浮工作台的稳定裕度和衰减噪声的能力增加,但动态响应速度降低.实验表明,实验结果与所推导的气浮工作台特性一致,且增加阻尼系数为293.78 N/m·s-1的阻尼器后,气浮工作台的定位噪声由60 nm(峰峰值)降为20 nm(峰峰值),位移灵敏度为20 nm,实验验证了采用此种结构的阻尼器可有效抑制精密气浮工作台定位噪声.	气浮工作台_气浮导轨_定位噪声_阻尼器	光学工程	工学
我国城市建设用地使用权制度的完善	我国城市建设用地使用权制度利弊参半、成功与不足并存.在使用权设定方式、使用权期限届满的法律后果、土地使用权人迟延开发土地和改变土地用途的法律后果以及土地使用权人之空间权等问题上,现行立法和<物权法(草案)>的有关规定均有缺陷,应当从我国城市土地的社会主义全民所有制的性质出发,以党的"三个代表"、"以民为本"的政治理念和马克思的市地级差地租理论为指导,加以改进和完善.	全民所有制_"三个代表"_马克思地租理论_建设用地使用权	法学	法学
试论晚清时期袁世凯幕府的特色	与晚清时期其他幕府相比,袁世凯幕府具有如下几个重要特色:人员来源广泛,极强的实践创新能力,娴熟的社会交际能力,对幕主的绝对效忠.之所以形成这些特色,是由于清末变革的时代给幕府人员提供了施展才能的机会,同时也由于袁世凯的政治需要和幕府人员的积极主动意识.	晚清_袁世凯幕府_特色	历史学	历史学
船用首升力体水动力影响分析研究	首升力体技术已被CFD、缩比模型试验、实船试验证实,在零航速与有航速情况下均可降低船舶运动,提高船舶耐波性.本文采用VOF方法捕捉自由液面,对有自由液面情况下,不同攻角、不同浸深和不同航速的首升力体,计算了首升力体的升力、阻力和自由面兴波等.	首升力体_数值计算_水动力性能	船舶与海洋工程	工学
规则·心情	 三个中国人在篮下投篮,来了四个美国小伙子,想一起玩球.中国人说可以,但问,我们三个人,你们四个人,怎么打?四个美国小伙子连相互看都没看一眼,便走到罚球区,用投篮淘汰了其中的一个.来自篮球王国的小伙们熟谙球道中的游戏规则.投篮决胜负,合理又公平.决定谁有权上场,谁只好坐冷板凳,不是由某个人做主,而是让游戏规则来说话.	游戏规则_中国人_投篮_美国_罚球区_球道_冷板_篮球_公平	政治学	法学
南岭钨矿"五层楼模式"的结构与构式——以粤北始兴县梅子窝钨矿为例	南岭脉状钨矿的"五层楼模式",在纵剖面上具正扇形结构,横剖面上具树形分叉结构,平面上沿构造带呈定向脉组(群)分布.从上往下,矿脉分布的分维值(平均1.10)从大变小.认为燕山期含矿岩浆流体沿构造带发生定向的周期性地震泵吸、液压致裂与裂开-愈合.对于同一条矿脉,矿脉的扩展速率与扩展时间决定了脉幅的大小:脉幅越大,扩展速率就越小,扩展时间就越长,起始时间也就越早;而脉幅越小,扩展速率也就越大,扩展时间就越短,起始时间也就越晚.认为脉的扩展速率与液压、围压的相对大小有关:当液压一定时,围压越大,则脉的扩展速率就越小;而围压越小,脉的扩展速率就越大.由于各处围压及扩展时间长短的差异,"五层楼"模式中的中部、深部、侧部、上部的矿脉构式、脉幅具有明显的差异:中部单脉出现分支复合,脉幅稳定;侧部单脉出现自然尖灭或单侧分支尖灭、双则分支尖灭;上部则出现复杂的树形分支,分支自然尖灭或分支与分支之间的复合尖灭,深部可能为自然尖灭.	脉状钨矿_五层楼模式_液压致裂_脉的扩展速率_分形结构	地质学/地质资源与地质工程	理学
国家利益的层次分析与国家在国际法上的行动选择	跟一切利益一样,国家利益具有鲜明的层次性.居于不同层次的国家利益,对于国家的重要性来说也就存在区别,这种区别必然影响国家利益与相关国际法律制度的关系.实际上,无论是国家利益的层次等级,还是国家利益的层次变动,乃至国家利益不同层次之间的复杂关系,都将影响国家在国际法上的态度与行动选择.无疑,对国家利益的层次分析,将是国家利益与国际法的关系研究中不可或缺的一环,也是我们从单位层次观察国内系统如何“自下而上”或“从内至外”影响国际法的一个良好窗口.	国家利益_层次分析_国际法_单位层次	法学	法学
干涸后膜态沸腾传热计算模型	提出了膜态沸腾传热的物理模型,建立相应的数学模型,对干涸后膜态沸腾传热特性进行分析.通过矩形通道试验数据确定关系式系数,得到了适用于矩形通道的干涸后膜态沸腾传热计算模型,并对计算偏差进行了统计计算.文中提出的理论计算模型与现有不同工况范围内取得的试验数据和已有计算模型进行了比较分析.结果表明:模型计算值与现有试验数据符合良好,且相对于已有计算模型,本模型具有良好的适用性.	膜态沸腾_矩形通道_干涸后_计算模型	化学/化学工程与技术	工学
电场作用下导电射流稳定性的理论与实验研究	建立导电射流在径向电场作用下的线性稳定性粘性模型,通过正则模方法,推导了轴对称和非轴对称模态下的色散关系,通过计算求得增长率随波数及电欧拉数的变化,并在理论上预测了最有可能波长.选用酒精和酒精甘油混合物作实验液体,观察了径向电场对射流不稳定性行为的影响规律,并测量射流表面波的波长.实验结果和理论结果在定性方面取得了较好的一致.但通过与实验比较,理论预测的最有可能波长在非轴对称模态出现较大偏差,普遍比实验结果小.而且,实验表明,最大增长率并不是判断主导模态的好标准,因为在非轴对称的最大增长率小于轴对称的最大增长率情况下,实验显示非轴对称模态要比轴对称模态明显了.因此,对于非轴对称的不稳定机理,需要进一步研究.对轴对称模态,理论给出了较好的预测.	稳定性_粘性_导电射流_径向电场_增长率_波数_波长	力学	工学
领导干部要有强烈的人才意识	 今年上半年,中共中央政治局曾召开会议,专题研究和部署进一步加强人才工作等问题,明确了新世纪新阶段我国人才工作的紧迫任务、重点目标、指导思想和基本要求.这充分体现了以胡锦涛同志为总书记的党中央对人才工作和人才队伍建设的高度重视,对于我们做好当前和今后一个时期的人才工作,具有重要的指导意义.	领导干部_人才工作_人才队伍建设_中央政治局_指导思想_紧迫任务_总书记_胡锦涛_点目标_党中央_会议	公共管理	管理学
贺国强同志最近要求加强对领导干部的监督要突出四个重点	 中共中央政治局委员、书记处书记、中组部部长贺国强同志,于2004年7月19日在全国干部监督工作会议上的讲话中,对各级组织部门做好新形势下的干部监督工作提出了总的要求,并强调必须突出四个重点--	贺国强_领导干部_干部监督工作_中央政治局_组织部门_书记处_工作会议_中组部_委员_讲话_部长	公共管理	管理学
稠密气固两相流中单颗粒所受气动力的数值模拟	本文采用数值模拟的方法计算了稠密气固两相流中单个颗粒所受到的气动力.通过与实验数据的比较分析了数值计算的准确性.对于空间均匀排列的多颗粒分布形式计算了其中单个颗粒所受到的气动力随颗粒空隙率(颗粒浓度)的变化规律.	气固两相流_气动力_数值模拟	动力工程及工程热物理	工学
深旋松耕改善耕层结构促进马铃薯增产	为了探究深旋松耕提升马铃薯产量与质量的可行性.在山东省胶河地区以常规旋耕为对照,研究深旋松耕对土壤物理性质、马铃薯根系及产量形成的影响.结果表明:与常规旋耕相比,深旋松耕能打破犁底层,显著降低20 ～40cm土层的容重和穿透阻力,提高0～50 cm土层的贮水量25.67％,促进作物生长,其中马铃薯根系生物量显著提高26.61％,中、下层叶片净光合速率分别增加20.82％、37.13％,进而提高花后光合产物积累量,促进花后干物质向块茎的转运,使得单块薯重量提高29.82％,马铃薯增产38.68％.	深旋松耕_土壤容重_穿透阻力_干物质积累_块茎产量	农业资源利用	农学
城市游憩型滨河湿地景观规划方案评价——以河南省新乡市卫河滨河湿地为例	城市滨河湿地作为河流湿地的重要组成部分,其美化环境和休闲娱乐功能近年来受到广泛关注.如何对城市游憩型滨河湿地的景观规划方案进行科学合理地评价一直是方案评审中的难题,研究合理的评价方法具有一定的理论价值和实用价值.将因子分析法应用于城市游憩型滨河湿地景观规划方案评价中,以新乡市卫河滨河湿地的48个景观规划方案为样本,选取边界的连续性、绿化覆盖率、生物多样性、文化品质、场所丰富性、亲水宜人性、交通流畅性、夜景品质作为城市游憩型滨河湿地景观规划方案评价指标,构建了城市游憩型滨河湿地景观规划方案评估函数.应用该方法可以计算出每个方案的综合得分和排序.提取前10名的方案作为专家决选的依据,占样本总数的20.8％.这些方案或者整体质量较高,较全面兼顾了规划的需求;或者某些指标具有亮点,对方案整合具有借鉴意义.该方法可以减少评价指标的个数,有利于实现优中选优,增加评价的准确性并提高评价的效率.	游憩型滨河湿地_景观规划方案_评价_因子分析	地理学	理学
重庆糯小米米糠的稳定化及脱脂工艺优化	采用微波加热技术对重庆糯小米米糠进行稳定化处理,经正交试验优化微波工艺参数,考察米糠水分含量、处理时间和微波功率对小米米糠贮藏6周酸值变化情况.结果表明,当料层厚度为1 cm时,小米米糠稳定化最佳工艺参数为;水分含量27％、微波功率600 W、处理时间90 s.此条件下,样品37℃贮藏6周后,脂肪酸值为21.40 mg KOH/g,远小于空白组的171.00 mg KOH/g.通过响应面优化工艺设计获得超声波辅助重庆糯小米米糠脱脂的最佳工艺,研究脱脂温度、脱脂时间、料液比对小米米糠脱脂率的影响,得出小米米糠脱脂工艺的最佳组合为:脱脂温度59℃、脱脂时间17 min、料液比1∶2.5 (g/mL)、超声功率60 W.在此条件下进行小米米糠的脱脂,其脱脂率为90.89％,有较好的脱脂效果.	小米米糠_稳定化_脱脂_优化	食品科学与工程	工学
LNG动力船舶储罐稳压过程	为研究LNG动力船舶储罐的稳压供液过程,首先对整个增压及稳压过程中参数的变化情况进行分析计算,得到增压及稳压过程中储罐内压力和气液温度随时间的变化曲线.随后,对比分析环境温度、初始液位以及不同供液率对增压速度的影响.最后,分析连续稳压过程中增压速度加快的原因.	船舶工程_LNG动力_稳压系统_压力调节	船舶与海洋工程	工学
基于改进粒子群算法的电力系统无功优化	针对传统粒子群算法易陷入局部最优解、收敛速度慢的缺点,提出一种基于信息分享策略的改进型粒子群算法,并首次将其应用于电力系统无功优化问题.改进的粒子群算法通过调整学习因子而获得合理有效的收敛速度；采用信息分享策略以保证种群的多样性；在位置的更新过程中加入扰动项,从而避免算法陷入局部最优解.用改进型粒子群算法对IEEE-14节点标准测试系统进行无功优化计算,实验结果表明:与其他算法相比,该改进粒子群算法具有较强的全局寻优能力,且收敛速度快,鲁棒性好,能有效地解决电力系统无功优化问题.	电力系统_无功优化_改进粒子群算法_信息分享策略	控制科学与工程	工学
去甲金霉素发酵培养基的优化及机制分析	以金色链霉菌发酵制备去甲金霉素(1),优化其培养基组成.通过Minitab软件设计Plackett-Burman试验筛选出玉米淀粉、黄豆粉和碳酸钙这3个对1发酵效价影响较大的因素,继而通过最陡爬坡试验和响应面优化确定3个因素的最佳水平:玉米淀粉110 g/L、黄豆粉43 g/L、碳酸钙7 g/L.培养基优化后,1的发酵效价提高了25％～31％.比较优化前后培养基的碳氮比并进行氨基酸添加试验,结果提示1效价的提高可能是多种因素协同作用所致.分析了优化前后发酵过程中相关有机酸和CoA羧基转移酶比活力的变化趋势,结果显示培养基优化后,在发酵中期胞外积累了大量的草酰乙酸和丙二酸,后期进入细胞以合成产物,酶比活力的变化趋势与丙二酸及1效价的变化趋势吻合.	去甲金霉素_发酵_培养基优化	药学	医学
新疆农机化发展与农民增收效应关系研究-基于 VAR 模型	农机化发展是推动新疆农业发展、农民增收、农业结构调整的基础物质保障和战略支撑，农机总动力是反映和评价农机化发展水平的一个重要指标。为此，通过运用1978—2012年新疆统计数据，采用单位根检验、协整检验、VAR模型、脉冲响应函数和差方分解方法，研究了农机总动力与农民人均纯收入两者关系。研究表明：在农业生产中，农机化的发展对农民增收效应明显，农民增收也有效地推动农机化发展，并根据两者之间的实证结果得出相应结论。最后，对构建新疆地区农机化发展与农民增收良性促进机制提出政策建议。	农机总动力_农民收入_VAR模型_脉冲响应函数_新疆	农业工程	工学
试论我国行为保全制度及其构建与完善	我国现有的民事诉讼保全制度仅仅为财产保全,无法满足社会发展的需要,在民事诉讼法中引入行为保全制度势在必行.作者分析了行为保全制度确立的必要性,比较了国外相关的程序制度,并对我国现有的行为保全规则进行了检讨.在此基础上,作者提出了完善行为保全制度的构想,希望所阐述的观点对未来新民事诉讼法典的制定能够有微末的贡献.	行为保全_中间禁令_假处分	法学	法学
基于方差膨胀模型的粗差探测Bayes方法	基于方差膨胀模型提出并建立了用观测信息的同时利用先验信息判断粗差的Bayes方法.首先,根据Bayes统计推断的基本原理,建立了判断粗差的Bayes方法——后验概率法;然后针对测量平差实际,考虑未知参数的两种先验信息分别给出了非等权独立观测条件下基于该模型的后验概率的计算公式;最后对模拟算例进行了计算和分析.试验结果表明,用给出的探测粗差的Bayes方法是切实可行的.	粗差_无信息先验_正态-Gamma先验_后验概率_方差膨胀模型	测绘科学与技术	工学
无托槽隐形矫治技术在拔牙临界病例非拔牙治疗中的应用研究进展	正畸拔牙临界病例的治疗设计错综复杂,不同的矫治技术采用的设计方案有所不同.随着医疗新技术的不断发展,无托槽隐形矫治器得以推广,其移动牙齿的效能不断被证实.有专家提出无托槽隐形矫治技术相对于传统唇侧固定矫治技术在拔牙临界病例的非拔牙治疗中显示出优势.该文就无托槽隐形矫治技术三维方向移动牙齿的特点进行回顾与展望,总结分析此技术在拔牙临界病例非拔牙治疗设计中移动牙齿的优势,从而为正畸拔牙临界病例的治疗设计提供参考.	无托槽隐形矫治技术_拔牙临界病例_正畸学	口腔医学	医学
土体-结构界面接触对地下结构动力反应的影响	迄今为止,关于土体与结构交界面的接触效应对地下结构地震反应的影响尚未引起研究者们的重视,成果鲜有报道.本文基于接触面对法和非线性有限元波动分析方法,建立了考虑土体与结构界面接触效应的地下结构非线性地震反应分析模型和计算方法,并利用大型有限元软件ANSYS进行了求解.分析结果表明:土体与结构界面的接触效应对地下结构地震反应有明显影响, 可能增大地下结构节点的峰值加速度、峰值位移和峰值应力反应;随着接触摩擦系数的增大,接触点的相对滑移逐渐减小,而接触应力的变化则无明显规律.	地下结构_地震反应_接触效应	土木工程	工学
嵌段共聚物在有机太阳能电池中的应用	嵌段共聚物应用于有机太阳能电池是提高电池光电转化率的途径之一.简要介绍了太阳能电池的工作原理与结构,着重综述了嵌段共聚物在有机太阳能电池中作为光电活跃层、相容剂、模板以及阻隔材料等方面的应用,并展望了其应用前景.	有机太阳能电池_嵌段共聚物_体相异质结	材料科学与工程	工学
储层渗透率非均质性表征新参数——渗透率参差系数计算方法及意义	非均质性是储集层客观存在的特征,非均质性影响油气分布、油田产量、最终采收率以及经济效益.如何有效地表征储层的非均质性,一直是地质学家探讨的问题.目前能够表征储层非均质性的参数很多,但每一种方法都有其优缺点.在长期的科研实践中,提出了储层非均质性的表征新参数--渗透率参差系数,该参数能够比较全面、真实、准确地表征储层的非均质程度.计算方法简便,可对比性强,评价标准容易建立,计算精度不受样品数量多少的影响,实际应用中取得了比较好的效果.	渗透率参差系数_渗透率_非均质性_储层	石油与天然气工程	工学
磁悬浮姿控/储能飞轮能量转换控制系统设计与实验研究	针对磁悬浮姿控/储能飞轮(ACESFW)的能量释放问题,采用直流降压斩波原理,设计了一种能量转换控制器,提出对降压斩波器输出进行软件功率因数校正的转换控制方法,将高速ACESFW存储的动能,转变为稳定直流电能输出.仿真和地面试验结果表明,所设计的能量转换器转换效率高,电压输出稳定,高频纹波小,可以满足星上设备的供电要求.	姿控/储能飞轮_能量变换_直流降压斩波器_功率因数校正	航空宇航科学与技术	工学
完美主义结构研究述评	早期研究者如Adler、Horney和Ellis认为完美主义是一种单维的人格结构.后来的研究者如Hewitt、Frost等多持多维观点,认为完美主义是由不同因素组成的复杂结构.目前越来越多学者认同完美主义的二维观,认为完美主义有积极和消极之分.今后研究应考虑完美主义的文化因素,同时应从心理咨询、心理治疗和心理健康教育效果的角度来佐证某种结构观的合理性.	完美主义_单维观_多维观_二维观	心理学	教育学
段芦头镇产业结构调整与优化研究	通过对河北省重点小城镇段芦头镇调查研究了详细分析了该镇产业结构的现状、优势与不足;依据有关产业结构原理,提出了段芦头镇产业结构调整与优化的目标和措施,以促进该镇经济健康、稳定、快速发展.	农业经济学_产业结构_理论研究_调整_优化	农业工程	工学
大孔树脂纯化蓝莓果渣多酚及其组成分析	采用大孔树脂对蓝莓果渣多酚进行纯化,并采用HPLC-DAD-MS分析其多酚组成.结果表明:AB-8树脂的吸附量为24.38mg/g,解吸率为95.49％,并且达到吸附平衡与解吸平衡的时间较短,较适合蓝莓果渣多酚的纯化.最佳吸附条件为上样溶液多酚质量浓度2.6mg/mL、pH2、上样流速2mL/min;最佳洗脱条件为乙醇体积分数60％、洗脱流速2mL/min,在此条件下,蓝莓果渣多酚纯度由11.05％提高到59.29％.HPLC-DAD-MS检测结果显示,蓝莓果渣多酚主要组分为7种花色苷,分别为飞燕草色素-3-半乳糖苷、飞燕草色素-3-葡萄糖苷、矢车菊色素-3-半乳糖苷、牵牛花色素-3-半乳糖苷、牵牛花色素-3-葡萄糖苷、锦葵色素-3-半乳糖苷、锦葵色素-3-葡萄糖苷.	蓝莓果渣多酚_大孔树脂_纯化_高效液相色谱-二极管阵列检测-质谱	食品科学与工程	工学
带轴重约束货物平衡装载问题优化研究	针对考虑轴重约束集装箱卡车货物优化装载问题,建立以最大化装载率和负重心偏离度为目标,以平衡及轴重为约束条件的数学模型,设计改进型贪婪自适应搜索算法(IGASP)对问题进行求解.算法先基于启发式方法构造布局方案,再结合重心边界条件分析对获得方案进行可行性分析,对违反约束装载率较高的方案提出了两种重心调整的方法,进而将有关过程融入贪婪自适应搜索形成解的改进机制实现问题优化求解.基于现实算例的试验分析,证明所提方法求解带轴重约束货物平衡装载问题具有较好效果.	物流工程_装载布局_轴重约束_启发式算法_重心平衡	交通运输工程	工学
五氯酚在酸性土壤表面的吸附-解吸特征研究	本实验研究五氯酚在江西红壤和南京黄棕壤表面的吸附-解吸特征,结果表明:Freundlich和Langmuir等温吸附方程均能较好地描述PCP在两种土壤表面的吸附,且黄棕壤表面的最大吸附量大于红壤.用动力学方程对PCP在红壤中的吸附过程进行拟合,Elovich方程、双常数方程和一级动力学方程均得到较好的结果,其相关系数(R2)在0.96～0.99之间,达到极显著水平.Elovich方程反映出PCP在土壤表面吸附的能量非均质分布;而抛物线扩散方程不能描述PCP的吸附过程,其相关系数0.46～0.48.PCP在土壤中的解吸率与有机质含量和pH值相关,随有机质含量增加,PCP解吸率降低,即黄棕壤表土＜黄棕壤底土,红壤表土＜红壤底土;随模拟酸雨的pH值降低,土壤因对PCP的吸附能力增加,其解吸率降低.	酸性土壤_五氯酚_吸附与解吸_动力学_模拟酸雨	农业资源利用	农学
一种分离纯化透明质酸的新型离子交换剂	以含有多个氮原子的组氨酸对强碱型阴离子树脂进行修饰,获得一种新型的离子交换剂.用该离子交换剂对透明质酸粗品进行离子交换层析,使透明质酸与蛋白质、核酸达到有效的分离.	透明质酸_离子交换剂_离子交换层析	药学	医学
超声波分散纳米TiO2溶液的工艺研究	应用超声波技术对光触媒纳米TiO2溶液的分散性进行研究,分析超声波功率、溶液温度、超声分散时间与溶液放置时间等工艺因素对TiO2分散效果的影响.试验结果表明超声波功率300W、超声分散时间10min、溶液温度20℃、放置时间40min之内,TiO2溶液的分散性良好,为纳米TiO2改性薄竹的应用提供了理论基础.	超声波_光触媒_纳米TiO2_分散性	林学/林业工程	农学
临床耳聋基因诊断实验室构建及管理	随着分子生物学及转化医学的迅速发展，耳聋基因诊断工作在全国很多地区已经陆续开展，如何构建及管理临床耳聋基因诊断实验室，是保证检测结果准确，减少试验误差的有力保证，本文根据卫计委相关部门出台的相关管理办法及工作导则，结合解放军总医院聋病分子诊断中心实验室的实际临床检测工作，从实验室区域划分、仪器配制、人员配备、检测项目及质量控制五个主要方面和同行交流、探讨临床耳聋基因诊断实验室构建及管理工作。	耳聋_基因诊断_实验室_管理	基础医学/临床医学	医学
基于计算机视觉的电池表面探伤方法	电池在生产过程中常常因为设备故障造成其表面产生各种伤痕,传统的人工检测在及时性和耐久性上存在很大缺陷,而现在国内外又缺乏一种针对普通电池表面缺陷的有效自动检测手段.针对电池表面缺陷的分布位置及形态特点,提出一种新的基于计算机视觉的光学自动检测方法.所提方法基于电池负极表面形态特征,利用Canny算子和原创的自由离子碰撞法配合最小值搜索确定待检测区域；针对伤痕比较尖利这一形状特征,用修正的Harris角点作为标记点标记缺陷位置,利用标记点的聚集度信息滤除伪标记点,最后提取出缺陷处图像.实验结果证明所提方法在自然光照环境下的检测成功率达到90％以上且比小波分析法具有更好的检测效果.研究成果为电池生产提供了一种产品质量自动检测的参考方法.	缺陷_自动检测_电池_Harris角点	计算机科学与技术	工学
